Brand,Model,Year,Category,Displacement (CC),Power (HP),Torque (Nm),Engine Cylinder,Engine Stroke,Gearbox,Dry Weight (kg),Wheelbase (mm),Seat Height (mm),Estimated MSRP (USD)
Yamaha,FZ6R,2018,Sport,600,,,In-line four, four-stroke,6-speed,,1440,785,10600
Yamaha,FZ8,2015,Sport,779,104,82,In-line four, four-stroke,6-speed,,1461,815,9600
Yamaha,FZ8N ABS,2013,Sport,779,,,In-line four, four-stroke,6-speed,,1461,815,10100
Yamaha,FZI,2022,Naked bike,149,13,12.8,Single cylinder, four-stroke,5-speed,,1330,790,4200
Yamaha,FZS,2017,Sport,153,14,13.6,Single cylinder, four-stroke,5-speed,,1334,790,4800
Yamaha,MT-03,2022,Sport,321,42,29.6,Twin, four-stroke,6-speed,,1380,780,8100
Yamaha,MT-07,2022,Sport,689,74,68,Twin, four-stroke,6-speed,,1400,805,14400
Yamaha,MT-07HO,2022,Sport,689,74,68,Twin, four-stroke,6-speed,,1400,805,14100
Yamaha,MT-07LA,2021,Naked bike,655,,,Twin, four-stroke,6-speed,,1400,805,7500
Yamaha,MT-09,2022,Naked bike,890,,,In-line three, four-stroke,6-speed,,1430,826,10800
Yamaha,MT-10,2022,Naked bike,998,165,112,In-line four, four-stroke,6-speed,,1405,835,10800
Yamaha,MT-125,2022,Naked bike,124.7,14.8,11.5,Single cylinder, four-stroke,6-speed,,1325,810,3800
Yamaha,MT-15,2022,Naked bike,155,18.2,13.9,Single cylinder, four-stroke,6-speed,,1335,810,4200
Yamaha,MT-25,2018,Naked bike,249,36,23,Twin, four-stroke,6-speed,,1380,780,4100
Yamaha,MT07TR,2020,Sport touring,689,73.8,67,Twin, four-stroke,6-speed,,1460,835,8400
Yamaha,MT09TR,2021,Super motard,847,115,87.5,In-line three, four-stroke,6-speed,,1500,850,10100
Yamaha,MT125,2020,Naked bike,124.7,15,11.5,Single cylinder, four-stroke,6-speed,,1355,810,3200
Yamaha,Niken,2022,Naked bike,847,115,61.5,In-line three, four-stroke,6-speed,,1509,,9300
Yamaha,PW50,2016,Enduro / offroad,49,,,Single cylinder, two-stroke,Automatic,,856,485,2000
Yamaha,R1,2022,Sport,998,197,113,In-line four, four-stroke,6-speed,,1405,855,17100
Yamaha,R125,2022,Sport,124.7,14.8,11.5,Single cylinder, four-stroke,6-speed,,1355,825,5700
Yamaha,R15,2022,Sport,155,18.4,14.1,Single cylinder, four-stroke,6-speed,,1325,815,6800
Yamaha,R15M,2022,Sport,155,18.4,14.2,Single cylinder, four-stroke,6-speed,,1325,815,6000
Yamaha,R15S,2022,Sport,155,18.4,14.1,Single cylinder, four-stroke,6-speed,,1325,815,6600
Yamaha,R1M,2022,Sport,998,197,113,In-line six, four-stroke,6-speed,,1405,860,16900
Yamaha,R3,2022,Sport,321,41.4,29.5,In-line four, four-stroke,6-speed,,1380,780,7800
Yamaha,R6 Gytr,2022,Sport,599,116,67.7,In-line four, four-stroke,6-speed,,1405,850,13500
Yamaha,R6 Race,2022,Sport,599,116,67.7,In-line four, four-stroke,6-speed,,1405,850,13300
Yamaha,R7,2022,Sport,689,72.4,67,Twin, four-stroke,6-speed,,1405,835,13100
Yamaha,Raider,2018,Custom / cruiser,1851.9,,,V2, four-stroke,5-speed,,1801,696,15400
Yamaha,Royal Star Tour Deluxe,2013,Touring,1294.7,97,,V4, four-stroke,5-speed,,1715,739,12700
Yamaha,Saluto,2018,Allround,125,8.2,10.1,Single cylinder, four-stroke,4-speed,112,1265,805,3100
Yamaha,SCR 950,2021,Allround,942,53.6,79.5,V2, four-stroke,5-speed,,1575,830,10900
Yamaha,Serow 250,2018,Enduro / offroad,249,18,19,Single cylinder, four-stroke,6-speed,130,1360,810,3600
Yamaha,SR400,2019,Allround,399,22.9,27.4,Single cylinder, four-stroke,5-speed,,1410,785,5500
Yamaha,Stryker,2018,Custom / cruiser,1304,,,V2, four-stroke,5-speed,,1750,671,11500
Yamaha,Super Tenere,2018,Super motard,1199,112,117,Twin, four-stroke,6-speed,,1539,846,11600
Yamaha,SZ,2022,Allround,149.3,12.1,12.8,Single cylinder, four-stroke,5-speed,,1320,800,4100
Yamaha,SZ-RR Version 2,2020,Allround,149,12.1,12.8,Single cylinder, four-stroke,5-speed,134,1320,800,3800
Yamaha,SZ-RR Version 2.0,2018,Allround,149,12.1,12.8,Single cylinder, four-stroke,5-speed,,1295,800,3000
Yamaha,SZR,2018,Allround,123,,10.4,Single cylinder, four-stroke,5-speed,,1295,795,3000
Yamaha,TDM 900,2013,Allround,897,85,88.8,Twin, four-stroke,6-speed,199,1485,825,6100
Yamaha,Tenere 700,2022,Sport touring,689,73.8,68,Twin, four-stroke,6-speed,,1595,874,9600
Yamaha,Tmax Hypermodified,2014,Super motard,499,45.9,52.3,Twin, four-stroke,,164,1580,900,5300
Yamaha,Tracer 7,2022,Sport touring,689,72.4,68.6,Twin, four-stroke,6-speed,,1460,835,9900
Yamaha,Tracer 700,2019,Sport touring,689,73.8,68,Twin, four-stroke,6-speed,,1450,835,9000
Yamaha,Tracer 9,2022,Sport touring,890,119,93,In-line three, four-stroke,6-speed,,1500,810,11500
Yamaha,Tracer 900,2020,Super motard,847,115,87.2,In-line three, four-stroke,6-speed,,1501,850,9600
Yamaha,Tricker,2015,Super motard,249,19,18.8,Single cylinder, four-stroke,5-speed,118,1330,790,3500
Yamaha,TT-R110E,2022,Enduro / offroad,110,,,Single cylinder, four-stroke,4-speed,,1080,671,3800
Yamaha,TT-R125,2013,Enduro / offroad,124,,,Single cylinder, four-stroke,5-speed,,1250,775,2500
Yamaha,TT-R125LE,2022,Enduro / offroad,124,,,Single cylinder, four-stroke,5-speed,,1270,805,3700
Yamaha,TT-R125LWE,2016,Enduro / offroad,124,,,Single cylinder, four-stroke,5-speed,81,1270,,2500
Yamaha,TT-R230,2022,Enduro / offroad,223,,18.6,Single cylinder, four-stroke,6-speed,,1384,871,4600
Yamaha,TT-R50E,2020,Enduro / offroad,49,,,Single cylinder, four-stroke,3-speed,,925,556,2800
Yamaha,TTR110,2019,Enduro / offroad,110,,,Single cylinder, four-stroke,,68,1080,670,2900
Yamaha,TTR125LWE,2021,Enduro / offroad,124,,,Single cylinder, four-stroke,,,1270,805,3400
Yamaha,TW200,2022,Enduro / offroad,196,,,Single cylinder, four-stroke,5-speed,,1326,790,3800
Yamaha,TW200E,2020,Enduro / offroad,196,,13.6,Single cylinder, four-stroke,5-speed,,1325,790,4200
Yamaha,TZR50,2016,Sport,49,2.7,3,Single cylinder, two-stroke,6-speed,112,1341,815,3500
Yamaha,V Star 1100 Classic,2013,Custom / cruiser,1065.2,,,V2, four-stroke,5-speed,,1646,709,6900
Yamaha,V Star 1100 Custom,2013,Custom / cruiser,1065.2,,,V2, four-stroke,5-speed,,1641,691,7900
Yamaha,V Star 1100 Silverado,2013,Touring,1065.2,,,V2, four-stroke,5-speed,,1646,709,11800
Yamaha,V Star 1300,2017,Custom / cruiser,1311.1,,,V2, four-stroke,5-speed,,1689,691,9700
Yamaha,V Star 250,2022,Custom / cruiser,249,,,V2, four-stroke,5-speed,,1491,686,4400
Yamaha,V Star 950,2017,Custom / cruiser,950.5,,,V2, four-stroke,5-speed,,1684,676,7700
Yamaha,V Star Classic,2013,Custom / cruiser,655.5,,,V2, four-stroke,5-speed,,1626,709,4900
Yamaha,V Star Custom,2015,Custom / cruiser,655.5,,,V2, four-stroke,5-speed,,1610,696,5300
Yamaha,V Star Silverado,2013,Touring,655.5,,,V2, four-stroke,5-speed,,1626,709,7700
Yamaha,V-Ixion Advance,2017,Naked bike,149.5,16.6,14.5,Single cylinder, four-stroke,,129,1300,790,3100
Yamaha,V-Star 650 Classic,2015,Custom / cruiser,649,,51,V2, four-stroke,5-speed,,1625,710,6200
Yamaha,V-Star 650 Custom,2017,Custom / cruiser,649,,51,V2, four-stroke,5-speed,,1610,710,6800
Yamaha,Virago,2017,Allround,249,,60,V2, four-stroke,5-speed,139,1490,685,3400
Yamaha,Vixion,2021,Naked bike,149.8,16.4,14.5,Single cylinder, four-stroke,5-speed,,1295,795,3600
Yamaha,Vmax,2020,Custom / cruiser,1679,200,167,V4, four-stroke,5-speed,,1700,775,14500
Yamaha,Worldcrosser,2017,Super motard,1199,112,117,Twin, four-stroke,6-speed,,1540,846,10200
Yamaha,WR125R,2017,Enduro / offroad,124.7,15,12.2,Single cylinder, four-stroke,6-speed,,1430,930,2800
Yamaha,WR125X,2017,Super motard,124.7,15,12.2,Single cylinder, four-stroke,6-speed,,1430,920,3300
Yamaha,WR155R,2022,Enduro / offroad,155,16.7,14.3,Single cylinder, four-stroke,6-speed,,1430,880,4000
Yamaha,WR250F,2022,Enduro / offroad,250,,,Single cylinder, four-stroke,6-speed,,1481,955,4400
Yamaha,WR250R,2021,Enduro / offroad,250,30.7,23.7,Single cylinder, four-stroke,6-speed,,1420,930,4100
Yamaha,WR250X,2015,Super motard,250,30.3,23.7,Single cylinder, four-stroke,6-speed,,1425,894,3300
Yamaha,WR450F,2022,Enduro / offroad,450,,,Single cylinder, four-stroke,5-speed,,1481,955,6000
Yamaha,WR450FSP,2021,Enduro / offroad,450,,,Single cylinder, four-stroke,5-speed,,1480,955,5700
Yamaha,Xabre,2021,Naked bike,150,16.1,14.3,Single cylinder, four-stroke,Automatic,,1350,805,3800
Yamaha,XJ6,2015,Naked bike,600,77.5,59.7,In-line four, four-stroke,6-speed,,1440,785,4900
Yamaha,XJR1300,2018,Classic,1251,98,108,In-line four, four-stroke,5-speed,,1500,795,11100
Yamaha,XR9 Carbona,2021,Classic,847,113,87.5,In-line three, four-stroke,6-speed,,1440,830,8600
Yamaha,XSR 125,2021,Naked bike,125,19,14.7,Single cylinder, four-stroke,,,1330,810,3400
Yamaha,XSR155,2022,Classic,155,19,14.7,Single cylinder, four-stroke,6-speed,,1330,808,3500
Yamaha,XSR700,2022,Classic,689,73.8,68,Twin, four-stroke,6-speed,,1405,835,8700
Yamaha,XSR700LA,2020,Classic,655,,,Twin, four-stroke,6-speed,,1405,835,7900
Yamaha,XSR900,2022,Classic,847,119,93,In-line three, four-stroke,6-speed,,1495,810,9700
Yamaha,XSR900SP,2021,Allround,847,113,87.5,In-line three, four-stroke,6-speed,,1440,830,10100
Yamaha,XT1200Z,2014,Super motard,1199,112,117,Twin, four-stroke,6-speed,,1539,848,9400
Yamaha,XT1200ZE,2014,Super motard,1199,112,117,Twin, four-stroke,6-speed,,1539,845,10100
Yamaha,XT250,2022,Trial,249,,,Single cylinder, four-stroke,5-speed,,1359,810,4300
Yamaha,XT250R,2020,Trial,250,,23.6,Single cylinder, four-stroke,5-speed,,1420,930,4600
Yamaha,XT250X,2015,Enduro / offroad,249,,,Single cylinder, four-stroke,5-speed,,1359,810,3600
Yamaha,XT660R,2015,Enduro / offroad,660,47.3,60,Single cylinder, four-stroke,5-speed,165,1505,875,5700
Yamaha,XT660X,2015,Super motard,660,47.3,60,Single cylinder, four-stroke,5-speed,,1505,865,5900
Yamaha,XT660Z,2018,Enduro / offroad,660,46.9,58,Single cylinder, four-stroke,5-speed,,1500,896,6800
Yamaha,XTZ 1200 Super Tenere Worldcrosser,2013,Super motard,1199,108,114,Twin, four-stroke,6-speed,,1539,845,8500
Yamaha,XTZ125,2022,Enduro / offroad,124,10.2,9.9,Single cylinder, four-stroke,5-speed,,1300,840,3300
Yamaha,XV1900A,2018,Custom / cruiser,1854,,,V2, four-stroke,5-speed,,1715,706,15500
Yamaha,XV1900ACFD,2015,Custom / cruiser,1854,90.3,155,V2, four-stroke,5-speed,,1715,705,11900
Yamaha,XV250,2021,Allround,249,,60,V2, four-stroke,5-speed,139,1490,685,4100
Yamaha,XV950,2016,Custom / cruiser,942,51.4,79.5,V2, four-stroke,5-speed,,1570,690,8600
Yamaha,XV950R,2020,Custom / cruiser,942,53.6,79.5,V2, four-stroke,5-speed,,1570,690,10300
Yamaha,XVS1300 A,2018,Custom / cruiser,1304,,,V2, four-stroke,5-speed,,1689,691,10600
Yamaha,XVS1300 CFD,2014,Custom / cruiser,1304,72,103,V2, four-stroke,5-speed,,1690,690,9800
Yamaha,XVS1300 Custom,2017,Custom / cruiser,1304,72,103,V2, four-stroke,5-speed,,1755,670,11100
Yamaha,XVS1300A Midnight Star,2016,Custom / cruiser,1304,73,106,V2, four-stroke,5-speed,,1690,690,10000
Yamaha,XVS650,2018,Custom / cruiser,649,,51,V2, four-stroke,5-speed,,1610,695,6700
Yamaha,XVS950,2022,Custom / cruiser,942,51.4,79.5,V2, four-stroke,5-speed,,1570,675,10300
Yamaha,XVS950A,2018,Custom / cruiser,942,51.4,79.5,V2, four-stroke,5-speed,,1570,675,8300
Yamaha,YBR 110,2018,Allround,106,7.6,7.9,Single cylinder, four-stroke,4-speed,,1290,780,2700
Yamaha,YBR125,2018,Naked bike,123,10.1,9.6,Single cylinder, four-stroke,5-speed,,1300,795,2800
Yamaha,YS125,2021,Allround,125,10.5,10.8,Single cylinder, two-stroke,6-speed,,1320,795,3700
Yamaha,YZ125,2022,Cross / motocross,125,,,Single cylinder, two-stroke,6-speed,,1445,39,3600
Yamaha,YZ125X,2022,Enduro / offroad,125,,,Single cylinder, two-stroke,6-speed,,1455,975,3900
Yamaha,YZ250,2022,Cross / motocross,249,,,Single cylinder, two-stroke,5-speed,,1481,970,4700
Yamaha,YZ250F,2022,Cross / motocross,250,,,Single cylinder, four-stroke,5-speed,,1476,970,4600
Yamaha,YZ250FSP,2021,Cross / motocross,250,,,Single cylinder, four-stroke,5-speed,,1475,970,4600
Yamaha,YZ250FX,2022,Enduro / offroad,250,,,Single cylinder, four-stroke,6-speed,,1481,955,4300
Yamaha,YZ250X,2022,Enduro / offroad,249,,,Single cylinder, two-stroke,5-speed,,1486,970,5100
Yamaha,YZ450F,2022,Cross / motocross,449,,,Single cylinder, four-stroke,5-speed,,1486,965,5800
Yamaha,YZ450FSP,2021,Cross / motocross,449,,,Single cylinder, four-stroke,5-speed,,1481,965,6300
Yamaha,YZ450FX,2022,Enduro / offroad,449.7,,,Single cylinder, four-stroke,5-speed,,1481,955,5800
Yamaha,YZ65,2022,Enduro / offroad,65,,,Single cylinder, two-stroke,6-speed,,1143,754,3300
Yamaha,YZ85,2022,Cross / motocross,85,,,Single cylinder, two-stroke,6-speed,,1255,841,3300
Yamaha,YZ85LW,2022,Enduro / offroad,85,,,Single cylinder, two-stroke,6-speed,,1255,884,3600
Yamaha,YZF R15,2021,Sport,155,18.4,14.1,Single cylinder, four-stroke,6-speed,,1325,815,5700
Yamaha,YZF R15S,2017,Sport,149.8,22.8,15,Single cylinder, four-stroke,6-speed,,1345,800,4300
Yamaha,YZF R6 Race,2021,Sport,599,118,61.7,In-line four, four-stroke,6-speed,,1375,850,11200
Yamaha,YZF-R1,2022,Sport,998,200,112,In-line four, four-stroke,6-speed,,1405,856,17100
Yamaha,YZF-R125,2021,Sport,124.7,15,11.5,Single cylinder, four-stroke,6-speed,,1355,825,5200
Yamaha,YZF-R15,2013,Sport,150,,,Single cylinder, four-stroke,6-speed,,1290,790,3800
Yamaha,YZF-R15S,2018,Sport,149.8,16.6,15,Single cylinder, four-stroke,6-speed,,1345,800,5000
Yamaha,YZF-R1M,2022,Sport,998,200,112,In-line four, four-stroke,6-speed,180,1405,861,17000
Yamaha,YZF-R1S,2018,Sport,998,200,112,In-line four, four-stroke,6-speed,,1405,861,13600
Yamaha,YZF-R25,2021,Sport,250,35.5,23.6,Twin, four-stroke,6-speed,,1380,780,6700
Yamaha,YZF-R3,2022,Sport,321,42,29.6,Twin, four-stroke,6-speed,,1379,780,8100
Yamaha,YZF-R3SP,2020,Sport,321,42,29.6,Twin, four-stroke,6-speed,,1379,780,7300
Yamaha,YZF-R6,2022,Sport,599,123,67.5,In-line four, four-stroke,6-speed,,1375,850,12500
Yamaha,YZF-R7,2022,Sport,689,,,Twin, four-stroke,6-speed,,1394,836,14000
Zero,DS,2022,Super motard,,60,105,Electric,Electric,Automatic,,1427,843,16000
Zero,DSR,2022,Super motard,,70,157,Electric,Electric,Automatic,190,1427,843,20000
Zero,Engineering Type 5,2021,Classic,1570,,,V2, four-stroke,5-speed,,1600,660,15700
Zero,Engineering Type 5-B,2016,Custom / cruiser,1570,,,V2, four-stroke,5-speed,,1600,660,12500
Zero,Engineering Type 6,2021,Classic,1518,,,V2, four-stroke,6-speed,,1600,660,15400
Zero,Engineering Type 8,2021,Classic,1202,,,V2, four-stroke,5-speed,220,1600,680,13000
Zero,Engineering Type 9,2022,Classic,1570,,,V2, four-stroke,5-speed,,1689,636,16900
Zero,Engineering Type 9I,2016,Classic,1450,,,V2, four-stroke,5-speed,,1689,636,10200
Zero,FX,2019,Super motard,,45.6,106,Electric,Electric,Automatic,,1427,881,12500
Zero,FXE,2019,Super motard,,46,106,Electric,Electric,Automatic,,1422,836,12500
Zero,S,2022,Naked bike,,60,110,Electric,Electric,Automatic,,1410,807,15000
Zero,SR-F,2020,Sport,,110,144,Electric,Electric,,,1450,787,20500
Zero,SR-S,2021,Sport,,110,140,Electric,Electric,,,1450,787,21000
